Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20170008426,Dry,Clear,Collision with vehicle,Friday,Day,60,2017/04/28,12:40:00,No,4.0,1.0,-36.3664844,146.3236098,WANGARATTA
T20170008428,Dry,Clear,No collision and no object struck,Friday,Day,60,2017/04/28,12:00:00,No,1.0,1.0,-36.75837264,144.2873756,GREATER BENDIGO
T20170008430,Wet,Fog,Vehicle overturned (no collision),Thursday,Dark Street lights on,50,2017/04/27,07:00:00,No,1.0,1.0,-37.73995282,142.0259168,SOUTHERN GRAMPIANS
T20170008431,Dry,Clear,No collision and no object struck,Friday,Day,999,2017/04/14,11:00:00,No,1.0,1.0,-36.05811,144.6395845,CAMPASPE
T20170008436,Dry,Clear,Collision with vehicle,Friday,Day,100,2017/04/28,13:00:00,No,4.0,1.0,-38.05924864,146.0102096,BAW BAW
T20170008442,Dry,Clear,Collision with vehicle,Thursday,Day,50,2017/04/27,16:57:00,No,2.0,1.0,-38.23839053,146.3962499,LATROBE
T20170008443,Wet,Raining,Collision with vehicle,Wednesday,Day,60,2017/04/26,17:15:00,No,2.0,1.0,-37.58902541,143.8408618,BALLARAT
T20170008448,Dry,Clear,Collision with vehicle,Thursday,Day,80,2016/11/17,17:15:00,No,3.0,1.0,-37.5103621,143.8277648,BALLARAT
T20170008453,Dry,Clear,Collision with vehicle,Friday,Day,60,2017/04/28,16:46:00,Yes,3.0,1.0,-38.15632339,144.3598533,GREATER GEELONG
T20170008461,Wet,Clear,Collision with vehicle,Friday,Dark Street lights on,50,2017/04/28,18:30:00,Yes,5.0,1.0,-37.56011383,143.8611098,BALLARAT
T20170008470,Dry,Clear,Collision with a fixed object,Friday,Dark Street lights on,50,2017/04/28,21:30:00,Yes,1.0,1.0,-38.27268191,144.6231561,QUEENSCLIFFE
T20170008471,Dry,Clear,Fall from or in moving vehicle,Friday,Dark Street lights on,60,2017/04/28,22:20:00,Yes,6.0,1.0,-34.21503556,142.1462918,MILDURA
T20170008475,Wet,Raining,Collision with a fixed object,Saturday,Dark No street lights,100,2017/04/29,02:15:00,Yes,1.0,1.0,-38.07934472,143.8175985,COLAC OTWAY
T20170008488,Wet,Raining,Collision with vehicle,Saturday,Day,50,2017/04/29,11:10:00,No,2.0,1.0,-38.23819863,144.3720015,GREATER GEELONG
T20170008494,Wet,Raining,Collision with a fixed object,Saturday,Day,100,2017/04/29,11:10:00,No,1.0,1.0,-38.3031503,145.634239,SOUTH GIPPSLAND
T20170008498,Muddy,Raining,Collision with a fixed object,Saturday,Day,999,2017/04/29,09:20:00,No,1.0,1.0,-38.39751965,144.1061402,SURF COAST
T20170008501,Dry,Clear,Collision with vehicle,Saturday,Day,70,2017/04/29,13:00:00,No,2.0,1.0,-38.20857249,144.3398647,GREATER GEELONG
T20170008502,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/04/29,13:57:00,No,6.0,6.0,-37.59294007,143.8249378,BALLARAT
T20170008505,Wet,Clear,Collision with a fixed object,Saturday,Day,100,2017/04/29,10:30:00,No,1.0,1.0,-37.26971123,144.9119679,MITCHELL
T20170008532,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2017/04/29,16:50:00,Yes,1.0,1.0,-36.76737064,144.7442234,GREATER BENDIGO
T20170008534,Dry,Clear,Collision with vehicle,Sunday,Dusk/Dawn,60,2017/04/30,06:57:00,No,2.0,1.0,-36.41759321,145.391709,GREATER SHEPPARTON
T20170008536,Wet,Raining,Struck Pedestrian,Monday,Dusk/Dawn,50,2017/04/24,17:10:00,Yes,2.0,1.0,-37.55029974,143.8054897,BALLARAT
T20170008543,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/30,12:15:00,No,2.0,1.0,-38.211152,146.674287,LATROBE
T20170008544,Wet,Raining,Vehicle overturned (no collision),Sunday,Day,100,2017/04/23,15:00:00,No,1.0,1.0,-36.95484045,147.3970304,EAST GIPPSLAND
T20170008546,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/30,10:25:00,No,2.0,1.0,-38.13085164,146.5603827,LATROBE
T20170008547,Dry,Clear,Collision with vehicle,Sunday,Day,30,2017/04/30,13:00:00,No,2.0,1.0,-37.96988764,146.401819,BAW BAW
T20170008564,Dry,Clear,Collision with vehicle,Sunday,Dusk/Dawn,80,2017/04/30,17:43:00,Yes,4.0,2.0,-37.64647954,144.3666317,MOORABOOL
T20170008572,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/04/29,17:05:00,Yes,8.0,1.0,-37.88235107,147.972679,EAST GIPPSLAND
T20170008580,Dry,Clear,Vehicle overturned (no collision),Monday,Day,100,2017/05/01,07:35:00,No,2.0,2.0,-38.28659968,146.4304174,LATROBE
T20170008585,Muddy,Clear,No collision and no object struck,Saturday,Day,999,2017/04/29,13:00:00,No,1.0,1.0,-34.13879009,142.0709978,MILDURA
T20170008594,Dry,Clear,Collision with vehicle,Friday,Day,60,2017/04/28,10:40:00,No,2.0,1.0,-36.78187051,144.248711,GREATER BENDIGO
T20170008598,Dry,Clear,Vehicle overturned (no collision),Monday,Day,80,2017/05/01,14:45:00,No,1.0,1.0,-38.16254637,145.8737943,BAW BAW
T20170008599,Dry,Clear,Collision with a fixed object,Monday,Day,50,2017/05/01,08:49:00,Yes,1.0,1.0,-37.31487148,144.9577269,MITCHELL
T20170008613,Dry,Clear,Collision with a fixed object,Monday,Day,60,2017/05/01,13:57:00,No,1.0,1.0,-37.57275161,143.8366305,BALLARAT
T20170008621,Dry,Dust,Collision with a fixed object,Monday,Dark No street lights,80,2017/05/01,18:10:00,Yes,1.0,1.0,-36.92746079,144.4652305,GREATER BENDIGO
T20170008623,Wet,Clear,Collision with vehicle,Monday,Dusk/Dawn,50,2017/05/01,06:50:00,Yes,2.0,1.0,-38.12726823,144.3490503,GREATER GEELONG
T20170008624,Wet,Raining,Collision with vehicle,Monday,Dark Street lights on,70,2017/05/01,20:30:00,Yes,2.0,1.0,-38.10712032,144.3534326,GREATER GEELONG
T20170008637,Wet,Raining,Collision with a fixed object,Monday,Dark No street lights,100,2017/05/01,23:30:00,Yes,1.0,1.0,-38.18520569,145.8958109,BAW BAW
T20170008645,Wet,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2017/05/02,04:30:00,Yes,3.0,2.0,-38.16661002,145.9527402,BAW BAW
T20170008646,Wet,Clear,Collision with vehicle,Friday,Dark Street lights on,60,2017/04/28,22:50:00,Yes,3.0,2.0,-38.17932553,144.3674603,GREATER GEELONG
T20170008647,Dry,Clear,Collision with a fixed object,Monday,Day,100,2017/05/01,16:05:00,No,1.0,1.0,-34.5417023,142.2111489,MILDURA
T20170008654,Wet,Clear,Collision with vehicle,Tuesday,Day,60,2017/05/02,09:00:00,No,2.0,2.0,-37.57060173,143.8331607,BALLARAT
T20170008665,Dry,Not known,Collision with vehicle,Tuesday,Day,60,2017/05/02,12:15:00,No,4.0,2.0,-36.38226723,145.4080889,GREATER SHEPPARTON
T20170008666,Dry,Clear,Struck Pedestrian,Tuesday,Day,50,2017/05/02,11:00:00,No,3.0,1.0,-38.28339169,144.6079086,QUEENSCLIFFE
T20170008673,Wet,Clear,Collision with a fixed object,Tuesday,Day,100,2017/05/02,09:56:00,No,1.0,1.0,-38.53255053,143.0267517,CORANGAMITE
T20170008678,Wet,Raining,Collision with a fixed object,Tuesday,Day,100,2017/05/02,09:50:00,No,1.0,1.0,-38.26652061,146.6915578,WELLINGTON
T20170008681,Dry,Clear,Collision with a fixed object,Friday,Day,50,2017/04/28,11:30:00,No,3.0,2.0,-37.27845079,144.7314838,MACEDON RANGES
T20170008686,Wet,Raining,Collision with vehicle,Tuesday,Day,60,2017/05/02,14:30:00,No,2.0,1.0,-38.19646141,146.5410394,LATROBE
T20170008689,Unknown,Not known,Collision with vehicle,Tuesday,Day,999,2017/03/14,13:00:00,No,3.0,1.0,-38.36252819,142.4972064,WARRNAMBOOL
T20170008690,Dry,Clear,Collision with vehicle,Monday,Dark No street lights,100,2017/05/01,19:00:00,Yes,2.0,1.0,-37.76659911,147.6965585,EAST GIPPSLAND
T20170008691,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2017/05/02,15:00:00,No,2.0,1.0,-38.30466359,145.5695074,BASS COAST
T20170008704,Wet,Clear,No collision and no object struck,Saturday,Day,100,2016/08/06,16:00:00,Yes,1.0,1.0,-38.01931485,145.9783877,BAW BAW
T20170008711,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2017/05/02,14:06:00,No,2.0,1.0,-34.22820217,142.1205,MILDURA
T20170008724,Dry,Clear,Collision with a fixed object,Wednesday,Dark No street lights,100,2017/05/03,05:30:00,Yes,1.0,1.0,-34.26075,142.1619231,MILDURA
T20170008732,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/23,16:30:00,No,3.0,1.0,-36.87951268,143.8722447,LODDON
T20170008741,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2017/05/03,08:50:00,No,2.0,1.0,-38.60907043,145.5892294,BASS COAST
T20170008755,Dry,Not known,collision with some other object,Monday,Day,100,2016/05/16,13:30:00,No,2.0,1.0,-36.01862939,145.6135482,MOIRA
T20170008756,Dry,Clear,Struck Pedestrian,Wednesday,Day,50,2017/05/03,14:10:00,No,2.0,1.0,-37.82669038,147.6289901,EAST GIPPSLAND
T20170008761,Dry,Clear,Collision with a fixed object,Wednesday,Day,100,2017/05/03,14:45:00,No,1.0,1.0,-37.03567656,143.7658317,CENTRAL GOLDFIELDS
T20170008766,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2017/05/03,15:40:00,No,4.0,1.0,-37.539102,143.8222505,BALLARAT
T20170008768,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2017/05/03,14:33:00,No,2.0,1.0,-36.38070968,145.3993877,GREATER SHEPPARTON
T20170008776,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights on,70,2017/05/03,18:30:00,Yes,3.0,1.0,-38.11543953,144.3543963,GREATER GEELONG
T20170008779,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,70,2017/05/03,17:24:00,No,2.0,1.0,-38.38363486,142.4928156,WARRNAMBOOL
T20170008795,Dry,Clear,Collision with vehicle,Wednesday,Dark No street lights,50,2017/05/03,19:55:00,Yes,1.0,1.0,-38.26250942,144.5225369,GREATER GEELONG
T20170008799,Dry,Clear,Collision with vehicle,Thursday,Dusk/Dawn,100,2017/05/04,07:21:00,No,8.0,1.0,-34.29847221,142.1733318,MILDURA
T20170008802,Dry,Clear,Struck Pedestrian,Thursday,Day,60,2017/05/04,08:20:00,No,3.0,1.0,-36.74423114,144.2583114,GREATER BENDIGO
T20170008810,Dry,Clear,Struck animal,Thursday,Day,100,2017/05/04,11:15:00,No,4.0,1.0,-37.75368609,148.3260794,EAST GIPPSLAND
T20170008815,Dry,Clear,Struck Pedestrian,Thursday,Day,50,2017/05/04,10:37:00,No,3.0,3.0,-38.14639256,144.3617656,GREATER GEELONG
T20170008833,Unknown,Clear,No collision and no object struck,Sunday,Day,50,2017/04/23,11:50:00,No,1.0,1.0,-38.29650188,146.5271833,LATROBE
T20170008850,Dry,Clear,Struck Pedestrian,Thursday,Dark Street lights on,50,2017/05/04,19:15:00,Yes,2.0,1.0,-38.08570112,144.3393496,GREATER GEELONG
T20170008856,Dry,Clear,Collision with vehicle,Thursday,Dark No street lights,80,2017/05/04,17:55:00,No,4.0,3.0,-37.69235,143.65587,GOLDEN PLAINS
T20170008857,Dry,Clear,Struck Pedestrian,Thursday,Dark Street lights on,50,2017/05/04,21:00:00,Yes,2.0,1.0,-38.07787055,144.3474447,GREATER GEELONG
T20170008859,Dry,Clear,No collision and no object struck,Thursday,Dark Street lights on,60,2017/05/04,19:45:00,Yes,1.0,1.0,-36.75464182,144.2831603,GREATER BENDIGO
T20170008881,Dry,Clear,Collision with a fixed object,Friday,Day,80,2017/05/05,10:20:00,No,1.0,1.0,-37.67854173,144.5049949,MOORABOOL
T20170008885,Dry,Clear,Collision with a fixed object,Friday,Day,100,2017/04/14,12:30:00,No,2.0,2.0,-36.95333455,144.7648601,GREATER BENDIGO
T20170008888,Dry,Clear,Struck Pedestrian,Friday,Day,60,2017/05/05,12:10:00,No,1.0,1.0,-37.5515204,143.8659034,BALLARAT
T20170008899,Dry,Clear,Collision with vehicle,Friday,Day,100,2017/05/05,10:11:00,No,2.0,2.0,-36.45144965,144.9558799,CAMPASPE
T20170008900,Dry,Clear,Collision with vehicle,Friday,Day,70,2017/05/05,14:45:00,No,3.0,3.0,-38.11950532,144.3534645,GREATER GEELONG
T20170008901,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2017/05/02,21:22:00,Yes,3.0,2.0,-36.77979332,144.2502466,GREATER BENDIGO
T20170008911,Dry,Clear,Collision with vehicle,Friday,Day,60,2017/05/05,17:15:00,Yes,4.0,1.0,-37.58253999,143.8407932,BALLARAT
T20170008920,Dry,Clear,Collision with a fixed object,Friday,Day,100,2017/05/05,17:00:00,Yes,1.0,1.0,-37.76206945,144.2580901,MOORABOOL
T20170008921,Dry,Clear,Collision with vehicle,Friday,Dark Street lights on,60,2017/05/05,18:57:00,Yes,4.0,1.0,-36.7735971,144.2572845,GREATER BENDIGO
T20170008937,Dry,Clear,Collision with vehicle,Saturday,Dusk/Dawn,100,2017/05/06,07:00:00,Yes,6.0,3.0,-34.33240231,142.1864765,MILDURA
T20170008943,Unknown,Not known,No collision and no object struck,Sunday,Day,999,2017/04/30,12:00:00,No,1.0,1.0,-37.47987028,145.4633253,MURRINDINDI
T20170008946,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/05/06,10:40:00,No,4.0,1.0,-37.82463516,147.6073408,EAST GIPPSLAND
T20170008954,Dry,Clear,Collision with vehicle,Saturday,Day,100,2017/05/06,11:25:00,No,3.0,2.0,-38.13228115,145.814501,BAW BAW
T20170008955,Dry,Clear,Collision with a fixed object,Monday,Day,100,2017/04/24,15:00:00,No,1.0,1.0,-37.18728937,145.252026,MURRINDINDI
T20170008963,Wet,Raining,Struck Pedestrian,Saturday,Day,50,2017/05/06,13:05:00,No,2.0,1.0,-37.38780035,144.3233429,HEPBURN
T20170008969,Wet,Raining,Collision with vehicle,Monday,Dark Street lights unknown,80,2017/05/01,18:05:00,Yes,2.0,1.0,-37.54510606,143.7979097,BALLARAT
T20170008970,Wet,Raining,Collision with vehicle,Saturday,Dark Street lights on,70,2017/05/06,18:08:00,Yes,5.0,2.0,-38.58882034,145.5809185,BASS COAST
T20170008972,Dry,Clear,Collision with a fixed object,Thursday,Dark No street lights,100,2017/05/04,19:30:00,Yes,2.0,2.0,-37.12063037,146.9435754,ALPINE
T20170008977,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2017/05/06,18:20:00,Yes,1.0,1.0,-36.32394497,142.096102,HINDMARSH
T20170008978,Wet,Not known,Vehicle overturned (no collision),Saturday,Day,999,2017/05/06,15:50:00,Yes,1.0,1.0,-37.27725424,145.9484693,MURRINDINDI
T20170008988,Dry,Clear,Collision with vehicle,Saturday,Dark No street lights,100,2017/05/06,22:33:00,Yes,2.0,2.0,-36.26656346,145.4651976,GREATER SHEPPARTON
T20170008999,Dry,Clear,Collision with vehicle,Sunday,Day,50,2017/05/07,11:23:00,No,4.0,2.0,-36.54975353,145.9826525,BENALLA
T20170009000,Wet,Raining,Vehicle overturned (no collision),Saturday,Day,100,2017/05/06,15:40:00,Yes,1.0,1.0,-38.23627146,145.8778046,BAW BAW
T20170009006,Dry,Strong winds,Collision with vehicle,Sunday,Day,100,2017/05/07,10:50:00,No,4.0,2.0,-37.90623889,146.9098686,WELLINGTON
T20170009015,Dry,Clear,Collision with vehicle,Sunday,Day,80,2017/05/07,14:45:00,No,6.0,1.0,-36.57787068,146.7494068,ALPINE
T20170009016,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2017/05/07,14:00:00,No,2.0,2.0,-37.24686213,145.1721491,MURRINDINDI
T20170009017,Wet,Clear,No collision and no object struck,Sunday,Day,100,2017/05/07,14:40:00,No,1.0,1.0,-38.57521053,143.1234491,CORANGAMITE
T20170009026,Wet,Raining,Collision with a fixed object,Sunday,Dark No street lights,80,2017/05/07,01:00:00,Yes,1.0,1.0,-37.4818883,145.2893702,MURRINDINDI
T20170009027,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights on,60,2017/05/07,18:30:00,No,2.0,1.0,-34.21913356,142.1512095,MILDURA
T20170009029,Dry,Clear,Collision with vehicle,Sunday,Dark No street lights,100,2017/05/07,17:30:00,Yes,4.0,4.0,-36.35766302,145.0676984,GREATER SHEPPARTON
T20170009030,Dry,Not known,Collision with vehicle,Sunday,Dark Street lights on,60,2017/05/07,18:59:00,Yes,1.0,1.0,-34.19469831,142.151238,MILDURA
T20170009040,Wet,Raining,Collision with a fixed object,Sunday,Dark No street lights,80,2017/05/07,21:35:00,Yes,2.0,1.0,-38.35220018,141.5869528,GLENELG
T20170009044,Wet,Clear,Struck animal,Monday,Dark No street lights,100,2017/05/08,01:15:00,Yes,3.0,1.0,-38.31342786,145.5409334,BASS COAST
T20170009056,Wet,Raining,Vehicle overturned (no collision),Sunday,Day,999,2017/05/07,14:30:00,No,1.0,1.0,-37.29735861,145.8705213,MURRINDINDI
T20170009058,Wet,Clear,Struck animal,Monday,Day,100,2017/05/08,07:10:00,No,1.0,1.0,-38.27366925,142.3375601,MOYNE
T20170009059,Wet,Raining,Collision with a fixed object,Tuesday,Day,80,2017/04/25,15:00:00,No,1.0,1.0,-36.75652917,147.2028727,ALPINE
T20170009061,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/05/08,10:33:00,No,3.0,1.0,-34.22730847,142.1610105,MILDURA
T20170009063,Unknown,Not known,Collision with a fixed object,Sunday,Day,999,2016/10/09,11:15:00,No,1.0,1.0,-37.43218986,146.1016949,MURRINDINDI
T20170009065,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,100,2017/05/07,12:30:00,No,1.0,1.0,-37.09758233,144.7998792,MITCHELL
T20170009069,Dry,Clear,Collision with vehicle,Monday,Day,70,2016/12/19,15:45:00,No,4.0,2.0,-38.17520836,144.352217,GREATER GEELONG
T20170009079,Dry,Clear,Struck Pedestrian,Monday,Day,40,2017/05/08,14:18:00,No,2.0,1.0,-38.17459766,146.2604305,LATROBE
T20170009086,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/05/08,16:00:00,No,7.0,5.0,-36.38212724,145.3529223,GREATER SHEPPARTON
T20170009093,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2017/05/07,12:00:00,No,6.0,2.0,-37.86506044,144.3850319,GREATER GEELONG
T20170009096,Dry,Clear,Collision with a fixed object,Monday,Day,100,2017/05/08,14:09:00,No,1.0,1.0,-36.95248906,143.7767772,CENTRAL GOLDFIELDS
T20170009105,Wet,Raining,Vehicle overturned (no collision),Monday,Day,999,2017/05/08,14:00:00,No,1.0,1.0,-37.61991696,146.3458059,MANSFIELD
T20170009112,Dry,Clear,Collision with vehicle,Monday,Dark Street lights on,60,2017/05/08,23:15:00,Yes,2.0,1.0,-36.71207694,144.2648466,GREATER BENDIGO
T20170009113,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2017/05/09,01:40:00,Yes,2.0,1.0,-36.78535524,144.2466732,GREATER BENDIGO
T20170009117,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/05/08,13:00:00,No,3.0,1.0,-37.55568786,143.819036,BALLARAT
T20170009118,Wet,Clear,Vehicle overturned (no collision),Monday,Dark Street lights on,60,2017/05/08,20:05:00,Yes,1.0,1.0,-37.58239654,143.8679866,BALLARAT
T20170009120,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2017/04/18,08:36:00,No,2.0,1.0,-36.96056748,144.7510441,GREATER BENDIGO
T20170009125,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2017/05/09,08:15:00,No,3.0,2.0,-37.77737322,144.4419989,MOORABOOL
T20170009126,Dry,Clear,Vehicle overturned (no collision),Thursday,Day,60,2017/04/06,11:30:00,No,1.0,1.0,-38.08195137,144.340076,GREATER GEELONG
T20170009128,Unknown,Not known,No collision and no object struck,Thursday,Day,999,2017/05/04,10:15:00,No,1.0,1.0,-38.17317654,144.366779,GREATER GEELONG
T20170009138,Unknown,Not known,Collision with vehicle,Monday,Day,60,2017/04/24,12:30:00,No,3.0,1.0,-38.16793676,144.3202957,GREATER GEELONG
T20170009149,Wet,Raining,Collision with a fixed object,Tuesday,Day,80,2017/05/09,14:30:00,No,5.0,2.0,-38.74521979,143.5641415,COLAC OTWAY
T20170009157,Dry,Clear,Struck Pedestrian,Tuesday,Day,50,2017/05/09,16:00:00,No,2.0,1.0,-34.18614087,142.159041,MILDURA
T20170009167,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,70,2017/05/09,17:54:00,No,4.0,1.0,-38.20121138,144.3413497,GREATER GEELONG
T20170009174,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,60,2017/05/09,23:35:00,Yes,5.0,3.0,-35.29153527,143.4479386,SWAN HILL
T20170009175,Dry,Fog,Collision with vehicle,Tuesday,Dark No street lights,100,2017/05/09,23:20:00,Yes,3.0,1.0,-37.87669255,147.4421121,EAST GIPPSLAND
T20170009189,Dry,Clear,Struck Pedestrian,Wednesday,Day,60,2017/05/10,07:45:00,No,2.0,1.0,-37.87488277,147.8435313,EAST GIPPSLAND
T20170009194,Unknown,Not known,Struck animal,Monday,Unknown,100,2017/04/03,12:50:00,No,2.0,2.0,-38.17340701,147.1828806,WELLINGTON
T20170009200,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2017/05/10,10:15:00,No,3.0,1.0,-36.38085196,145.4202589,GREATER SHEPPARTON
T20170009201,Dry,Not known,No collision and no object struck,Monday,Day,999,2017/02/20,10:00:00,Yes,2.0,1.0,-38.17176815,144.3912064,GREATER GEELONG
T20170009210,Dry,Clear,No collision and no object struck,Friday,Day,100,2017/03/31,16:10:00,Yes,1.0,1.0,-37.83978785,142.2570524,SOUTHERN GRAMPIANS
T20170009215,Unknown,Clear,No collision and no object struck,Sunday,Day,100,2017/05/07,11:30:00,No,1.0,1.0,-36.80696076,145.8549208,STRATHBOGIE
T20170009216,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2017/05/10,08:40:00,No,4.0,4.0,-36.74299187,144.2582597,GREATER BENDIGO
T20170009218,Wet,Clear,Collision with vehicle,Wednesday,Day,100,2017/05/10,10:15:00,No,5.0,1.0,-37.95841811,146.4227061,BAW BAW
T20170009219,Dry,Clear,No collision and no object struck,Wednesday,Day,999,2017/05/10,15:00:00,No,1.0,1.0,-37.59897584,144.2228489,MOORABOOL
T20170009225,Dry,Clear,Vehicle overturned (no collision),Sunday,Dusk/Dawn,50,2017/04/23,20:30:00,Yes,1.0,1.0,-36.76179006,144.2877799,GREATER BENDIGO
T20170009226,Dry,Clear,Collision with a fixed object,Wednesday,Day,50,2017/05/10,14:30:00,No,1.0,1.0,-37.31596457,144.9592273,MITCHELL
T20170009245,Dry,Clear,Struck Pedestrian,Wednesday,Dark No street lights,80,2017/05/10,19:20:00,Yes,3.0,1.0,-37.58876,143.861185,BALLARAT
T20170009253,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dusk/Dawn,100,2017/05/10,17:30:00,No,2.0,2.0,-36.84014806,141.153964,WEST WIMMERA
T20170009258,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights off,60,2017/05/10,22:50:00,Yes,3.0,1.0,-36.75524587,144.2740756,GREATER BENDIGO
T20170009269,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2017/05/10,15:15:00,No,1.0,1.0,-36.62157597,146.6642129,ALPINE
T20170009276,Dry,Clear,Struck Pedestrian,Thursday,Day,999,2017/05/11,09:45:00,No,2.0,1.0,-37.59871194,141.6955997,SOUTHERN GRAMPIANS
T20170009291,Dry,Clear,Collision with vehicle,Wednesday,Dark No street lights,50,2017/05/10,20:20:00,Yes,2.0,2.0,-36.12154127,144.7389304,CAMPASPE
T20170009298,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2017/05/11,12:15:00,No,1.0,1.0,-36.70799998,146.4362103,WANGARATTA
T20170009299,Dry,Clear,Collision with vehicle,Thursday,Day,60,2017/05/11,15:30:00,No,3.0,1.0,-36.39420404,145.4105389,GREATER SHEPPARTON
T20170009302,Dry,Clear,Collision with vehicle,Thursday,Day,60,2017/05/11,15:30:00,No,2.0,1.0,-38.11261357,147.0883362,WELLINGTON
